,PP spectrum,
Raman shift [1/cm],Counts/sec,
2229.714,-17.277605,
2228.750,-27.221874,
2227.786,-33.094791,
2226.821,-30.783333,
2225.857,-25.354166,
2224.893,-26.445833,
2223.929,-33.453648,
2222.964,-35.030727,
2222.000,-28.045313,
2221.036,-22.169271,
2220.072,-20.86927,
2219.108,-22.558332,
2218.143,-27.651562,
2217.179,-32.36198,
2216.215,-33.652603,
2215.251,-35.01302,
2214.286,-40.327602,
2213.322,-44.65625,
2212.358,-39.087502,
2211.394,-26.530209,
2210.429,-18.654688,
2209.465,-19.319271,
2208.501,-25.40052,
2207.537,-31.621876,
2206.572,-30.017187,
2205.608,-19.553646,
2204.644,-6.5953126,
2203.680,3.4078126,
2202.716,6.2692709,
2201.751,0.99947917,
2200.787,-7.140625,
2199.823,-11.677604,
2198.859,-12.440625,
2197.894,-9.9755211,
2196.930,-3.4697917,
2195.966,-0.0046875002,
2195.002,-3.6942708,
2194.037,-9.7130213,
2193.073,-18.218229,
2192.109,-27.7125,
2191.145,-32.634377,
2190.180,-30.71302,
2189.216,-21.785938,
2188.252,-8.9307289,
2187.288,1.8151041,
2186.324,8.5453129,
2185.359,12.791146,
2184.395,14.777083,
2183.431,14.489583,
2182.467,12.906771,
2181.502,8.3786459,
2180.538,0.12083333,
2179.574,-5.0635419,
2178.610,-5.1125002,
2177.645,-3.2723958,
2176.681,1.5109375,
2175.717,8.5708332,
2174.753,12.880729,
2173.789,13.697396,
2172.824,14.626562,
2171.860,16.756771,
2170.896,17.392708,
2169.932,13.239583,
2168.967,5.9468751,
2168.003,-1.8286458,
2167.039,-5.9890623,
2166.075,-0.103125,
2165.110,12.263021,
2164.146,20.751562,
2163.182,21.515104,
2162.218,17.098959,
2161.253,12.546354,
2160.289,14.919271,
2159.325,25.524479,
2158.361,36.257813,
2157.397,41.444271,
2156.432,42.716145,
2155.468,42.691666,
2154.504,41.401043,
2153.540,38.951561,
2152.575,36.565624,
2151.611,32.622917,
2150.647,25.839582,
2149.683,18.078646,
2148.718,12.767709,
2147.754,14.031771,
2146.790,22.53698,
2145.826,32.020313,
2144.862,36.663021,
2143.897,35.907291,
2142.933,31.435938,
2141.969,25.588541,
2141.005,17.341667,
2140.040,11.825521,
2139.076,18.360937,
2138.112,31.896355,
2137.148,41.378647,
2136.183,42.798439,
2135.219,35.446354,
2134.255,20.840626,
2133.291,12.645833,
2132.326,21.842709,
2131.362,30.470312,
2130.398,21.525,
2129.434,11.589063,
2128.470,14.691667,
2127.505,19.292187,
2126.541,18.685417,
2125.577,15.560938,
2124.613,13.826041,
2123.648,13.752084,
2122.684,8.9187498,
2121.720,-5.0635419,
2120.756,-17.80052,
2119.791,-14.752604,
2118.827,-1.665625,
2117.863,8.9578123,
2116.899,14.895833,
2115.935,18.166145,
2114.970,17.683855,
2114.006,7.1921873,
2113.042,-3.3166666,
2112.078,0.80729169,
2111.113,16.8125,
2110.149,28.32448,
2109.185,25.554688,
2108.221,17.138542,
2107.256,15.102083,
2106.292,18.057812,
2105.328,19.738543,
2104.364,21.666145,
2103.399,24.392187,
2102.435,19.980207,
2101.471,13.040625,
2100.507,9.5921879,
2099.543,3.1458333,
2098.578,-5.2593751,
2097.614,-5.6515627,
2096.650,4.5973959,
2095.686,15.788021,
2094.721,15.384896,
2093.757,7.8677082,
2092.793,11.522917,
2091.829,22.2125,
2090.864,18.692188,
2089.900,7.5510416,
2088.936,7.6187501,
2087.972,13.858334,
2087.008,12.584375,
2086.043,4.0390625,
2085.079,1.9526042,
2084.115,10.430208,
2083.151,17.508854,
2082.186,17.001562,
2081.222,13.226563,
2080.258,3.3890624,
2079.294,-6.3296876,
2078.329,3.5703125,
2077.365,26.191145,
2076.401,37.823437,
2075.437,37.668751,
2074.472,29.856251,
2073.508,16.930208,
2072.544,6.3802085,
2071.580,3.2072916,
2070.616,4.6802082,
2069.651,7.1468749,
2068.687,10.116667,
2067.723,12.767187,
2066.759,16.686979,
2065.794,23.417187,
2064.830,29.289583,
2063.866,31.844791,
2062.902,33.414585,
2061.937,33.35677,
2060.973,29.466667,
2060.009,26.079166,
2059.045,27.819271,
2058.081,31.576563,
2057.116,32.004688,
2056.152,28.448437,
2055.188,23.146355,
2054.224,18.829166,
2053.259,20.095312,
2052.295,28.395313,
2051.331,35.518749,
2050.367,31.991667,
2049.402,22.277082,
2048.438,19.617708,
2047.474,26.814062,
2046.510,36.309895,
2045.545,42.84375,
2044.581,45.154686,
2043.617,41.875,
2042.653,34.326042,
2041.689,29.122917,
2040.724,31.191668,
2039.760,41.147396,
2038.796,52.4375,
2037.832,50.239063,
2036.867,40.313541,
2035.903,42.376041,
2034.939,48.74427,
2033.975,45.328125,
2033.010,34.387501,
2032.046,23.369791,
2031.082,15.740104,
2030.118,17.257813,
2029.154,32.711979,
2028.189,49.035938,
2027.225,46.372395,
2026.261,33.587502,
2025.297,37.609375,
2024.332,56.139061,
2023.368,62.458855,
2022.404,57.185417,
2021.440,50.989582,
2020.475,45.501564,
2019.511,41.433853,
2018.547,40.977085,
2017.583,44.592186,
2016.618,51.218227,
2015.654,60.038021,
2014.690,70.342705,
2013.726,79.031769,
2012.762,78.836456,
2011.797,69.484894,
2010.833,59.555729,
2009.869,53.106251,
2008.905,51.679688,
2007.940,56.054688,
2006.976,59.990105,
2006.012,59.166145,
2005.048,56.579166,
2004.083,57.811977,
2003.119,63.488541,
2002.155,67.135414,
2001.191,62.754688,
2000.227,54.691147,
1999.262,50.500523,
1998.298,46.746876,
1997.334,39.555729,
1996.370,35.927605,
1995.405,47.489582,
1994.441,65.897919,
1993.477,72.147919,
1992.513,63.269791,
1991.548,49.782291,
1990.584,41.775002,
1989.620,40.70052,
1988.656,44.142189,
1987.691,48.405209,
1986.727,48.794792,
1985.763,45.492188,
1984.799,51.566666,
1983.835,68.883858,
1982.870,77.291664,
1981.906,75.207809,
1980.942,68.448959,
1979.978,58.197395,
1979.013,52.43021,
1978.049,58.821354,
1977.085,69.515625,
1976.121,71.121353,
1975.156,65.258858,
1974.192,60.779167,
1973.228,59.577602,
1972.264,59.545311,
1971.300,60.155209,
1970.335,63.567188,
1969.371,69.804169,
1968.407,72.894791,
1967.443,69.631248,
1966.478,65.059898,
1965.514,64.308334,
1964.550,66.820313,
1963.586,68.75,
1962.621,68.779686,
1961.657,72.03698,
1960.693,85.046356,
1959.729,97.086983,
1958.764,85.247917,
1957.800,65.586456,
1956.836,74.140625,
1955.872,93.924477,
1954.908,97.943748,
1953.943,90.446877,
1952.979,83.466667,
1952.015,81.171875,
1951.051,79.695831,
1950.086,77.168747,
1949.122,76.70417,
1948.158,77.947914,
1947.194,78.407814,
1946.229,85.203125,
1945.265,96.964584,
1944.301,97.350517,
1943.337,90.033333,
1942.373,89.89167,
1941.408,97.383858,
1940.444,103.64323,
1939.480,102.67709,
1938.516,99.356247,
1937.551,103.24635,
1936.587,113.64948,
1935.623,120.62708,
1934.659,120.43958,
1933.694,118.01041,
1932.730,114.76458,
1931.766,106.03698,
1930.802,89.859375,
1929.837,78.476044,
1928.873,88.773438,
1927.909,108.24844,
1926.945,122.81406,
1925.981,131.64427,
1925.016,134.29532,
1924.052,133.15677,
1923.088,130.89218,
1922.124,125.01302,
1921.159,116.35989,
1920.195,118.33177,
1919.231,127.29375,
1918.267,132.56718,
1917.302,140.52135,
1916.338,145.23698,
1915.374,141.27292,
1914.410,133.16667,
1913.446,123.19636,
1912.481,114.84792,
1911.517,110.74271,
1910.553,110.81145,
1909.589,115.72656,
1908.624,125.91823,
1907.660,136.20885,
1906.696,141.22865,
1905.732,140.12344,
1904.767,132.35989,
1903.803,123.93437,
1902.839,126.2599,
1901.875,135.87552,
1900.910,142.9099,
1899.946,147.19792,
1898.982,143.49323,
1898.018,132.45729,
1897.054,128.89166,
1896.089,139.90729,
1895.125,153.33594,
1894.161,158.02448,
1893.197,158.92448,
1892.232,160.19167,
1891.268,159.33229,
1890.304,156.46355,
1889.340,154.34271,
1888.375,148.33542,
1887.411,138.63594,
1886.447,133.13126,
1885.483,132.42604,
1884.519,136.22031,
1883.554,146.29739,
1882.590,158.97969,
1881.626,165.20261,
1880.662,162.3875,
1879.697,154.88542,
1878.733,145.59323,
1877.769,139.81041,
1876.805,144.16667,
1875.840,152.64218,
1874.876,155.48177,
1873.912,155.08594,
1872.948,152.44792,
1871.983,147,
1871.019,147.11563,
1870.055,156,
1869.091,166.88698,
1868.127,175.66458,
1867.162,183.26979,
1866.198,184.63126,
1865.234,180.68437,
1864.270,175.12813,
1863.305,168.94427,
1862.341,166.87656,
1861.377,166.28697,
1860.413,159.77553,
1859.448,148.72447,
1858.484,142.58907,
1857.520,146.58281,
1856.556,154.18178,
1855.591,154.49323,
1854.627,148.72812,
1853.663,149.8177,
1852.699,158.34375,
1851.735,156.96562,
1850.770,142.575,
1849.806,137.64063,
1848.842,152.50261,
1847.878,171.48958,
1846.913,181.93594,
1845.949,184.23958,
1844.985,177.90886,
1844.021,168.66978,
1843.056,165.36771,
1842.092,170.61302,
1841.128,175.70364,
1840.164,174.9375,
1839.200,173.09636,
1838.235,174.58281,
1837.271,176.69011,
1836.307,176.98593,
1835.343,176.74739,
1834.378,179.1026,
1833.414,185.84219,
1832.450,189.85312,
1831.486,184.66042,
1830.521,177.55052,
1829.557,178.20416,
1828.593,183.18021,
1827.629,184.91719,
1826.664,185.30417,
1825.700,188.40625,
1824.736,189.75572,
1823.772,187.98906,
1822.808,189.84427,
1821.843,194.90469,
1820.879,198.72708,
1819.915,200.81979,
1818.951,202.59114,
1817.986,203.35365,
1817.022,196.05885,
1816.058,183.77916,
1815.094,178.51563,
1814.129,184.23802,
1813.165,193.49583,
1812.201,199.79062,
1811.237,202.10469,
1810.273,198.77344,
1809.308,190.59479,
1808.344,184.19583,
1807.380,184.56927,
1806.416,191.05678,
1805.451,201.08646,
1804.487,211.80833,
1803.523,222.03386,
1802.559,229.81876,
1801.594,228.67343,
1800.630,218.24896,
1799.666,206.03906,
1798.702,198.01302,
1797.737,192.12656,
1796.773,189.69427,
1795.809,193.19167,
1794.845,202.3073,
1793.881,213.60521,
1792.916,214.39011,
1791.952,202.78854,
1790.988,185.43178,
1790.024,169.15364,
1789.059,166.42604,
1788.095,182.99323,
1787.131,204.49428,
1786.167,210.90573,
1785.202,200.55469,
1784.238,187.95833,
1783.274,181.31198,
1782.310,179.6823,
1781.346,185.80937,
1780.381,194.77916,
1779.417,193.96979,
1778.453,187.16771,
1777.489,180.44322,
1776.524,172.85886,
1775.560,174.77916,
1774.596,186.85782,
1773.632,196.90677,
1772.667,198.35156,
1771.703,197.57344,
1770.739,203.4323,
1769.775,217.13385,
1768.810,230.66458,
1767.846,236.61198,
1766.882,235.81459,
1765.918,231.18959,
1764.954,223.08125,
1763.989,215.25781,
1763.025,214.70261,
1762.061,224.02396,
1761.097,235.47812,
1760.132,237.42969,
1759.168,226.36147,
1758.204,214.07761,
1757.240,214.35521,
1756.275,223.3625,
1755.311,230.10989,
1754.347,233.34114,
1753.383,235.17552,
1752.419,235.30521,
1751.454,238.50833,
1750.490,247.72188,
1749.526,252.15364,
1748.562,242.73438,
1747.597,226.66197,
1746.633,215.95885,
1745.669,215.18333,
1744.705,225.45103,
1743.740,245.08229,
1742.776,263.58957,
1741.812,267.55521,
1740.848,259.67657,
1739.883,249.34531,
1738.919,242.75,
1737.955,246.0974,
1736.991,253.08855,
1736.027,256.33438,
1735.062,255.17604,
1734.098,252.41093,
1733.134,252.36458,
1732.170,256.60519,
1731.205,263.12189,
1730.241,266.65781,
1729.277,261.94531,
1728.313,250.40053,
1727.348,241.14218,
1726.384,241.96666,
1725.420,251.51459,
1724.456,264.62863,
1723.492,276.73593,
1722.527,282.99271,
1721.563,280.17606,
1720.599,267.10834,
1719.635,254.31459,
1718.670,250.30937,
1717.706,253.34219,
1716.742,256.84793,
1715.778,257.38959,
1714.813,257.17084,
1713.849,258.71094,
1712.885,261.7677,
1711.921,264.41928,
1710.956,265.02969,
1709.992,265.6474,
1709.028,271.06927,
1708.064,278.66354,
1707.100,280.07813,
1706.135,277.25833,
1705.171,274.84479,
1704.207,277.51874,
1703.243,284.88385,
1702.278,291.52084,
1701.314,295.70676,
1700.350,298.77396,
1699.386,299.27032,
1698.421,297.29532,
1697.457,296.50311,
1696.493,296.98593,
1695.529,295.72968,
1694.565,290.99167,
1693.600,283.51355,
1692.636,277.93906,
1691.672,281.57083,
1690.708,293.28281,
1689.743,305.07394,
1688.779,311.88177,
1687.815,313.36823,
1686.851,308.74689,
1685.886,299.74896,
1684.922,292.01144,
1683.958,287.28595,
1682.994,286.82657,
1682.029,291.83334,
1681.065,300.77136,
1680.101,309.94739,
1679.137,313.91302,
1678.173,311.1297,
1677.208,303.50677,
1676.244,291.63644,
1675.280,281.28543,
1674.316,285.25208,
1673.351,305.26563,
1672.387,323.71927,
1671.423,327.63489,
1670.459,327.02655,
1669.494,324.63177,
1668.530,320.52707,
1667.566,316.90207,
1666.602,311.78543,
1665.638,305.35364,
1664.673,299.3172,
1663.709,298.36563,
1662.745,305.11563,
1661.781,315.52292,
1660.816,322.87708,
1659.852,325.01407,
1658.888,324.93124,
1657.924,324.54843,
1656.959,321.7323,
1655.995,316.41199,
1655.031,311.82239,
1654.067,312.52814,
1653.102,320.82394,
1652.138,336.18854,
1651.174,353.79428,
1650.210,367.06458,
1649.246,374.36197,
1648.281,374.93124,
1647.317,370.74426,
1646.353,364.96667,
1645.389,357.73334,
1644.424,348.27917,
1643.460,339.4198,
1642.496,335.06458,
1641.532,335.38959,
1640.567,348.74478,
1639.603,373.38177,
1638.639,387.0578,
1637.675,391.71457,
1636.711,378.37918,
1635.746,350.01926,
1634.782,329.64584,
1633.818,326.31509,
1632.854,328.87137,
1631.889,326.07864,
1630.925,319.62137,
1629.961,316.49167,
1628.997,317.17606,
1628.032,318.29791,
1627.068,320.10156,
1626.104,321.17709,
1625.140,315.47449,
1624.175,309.49948,
1623.211,316.6828,
1622.247,328.22501,
1621.283,328.98593,
1620.319,322.08957,
1619.354,322.06406,
1618.390,334.70624,
1617.426,347.73801,
1616.462,344.71771,
1615.497,325.42917,
1614.533,306.41406,
1613.569,300.02762,
1612.605,302.56406,
1611.640,310.38644,
1610.676,321.67969,
1609.712,328.58282,
1608.748,330.44791,
1607.784,317.90729,
1606.819,295.89584,
1605.855,289.09949,
1604.891,304.87863,
1603.927,324.49741,
1602.962,328.27292,
1601.998,317.24426,
1601.034,305.92761,
1600.070,302.28751,
1599.105,304.59949,
1598.141,312.54791,
1597.177,321.01563,
1596.213,314.98126,
1595.248,301.95676,
1594.284,299.14792,
1593.320,301.75259,
1592.356,303.0047,
1591.392,301.53595,
1590.427,300.45313,
1589.463,302.36615,
1588.499,305.86667,
1587.535,306.90155,
1586.570,303.18958,
1585.606,296.72186,
1584.642,291.25311,
1583.678,287.38593,
1582.713,283.95886,
1581.749,282.7052,
1580.785,289.11145,
1579.821,298.06772,
1578.857,296.67084,
1577.892,289.16406,
1576.928,284.7948,
1575.964,285.55157,
1575.000,287.22812,
1574.035,286.34323,
1573.071,285.85468,
1572.107,294.5448,
1571.143,315.89948,
1570.178,334.13022,
1569.214,323.25833,
1568.250,297.58438,
1567.286,293.6026,
1566.321,299.72864,
1565.357,298.7276,
1564.393,293.23019,
1563.429,288.92761,
1562.465,287.60519,
1561.500,291.3172,
1560.536,301.73178,
1559.572,315.39896,
1558.608,325.31146,
1557.643,328.13699,
1556.679,324.56613,
1555.715,311.84323,
1554.751,296.90988,
1553.786,303.71667,
1552.822,324.99323,
1551.858,336.83698,
1550.894,338.8573,
1549.929,333.82031,
1548.965,320.29428,
1548.001,307.88074,
1547.037,310.82083,
1546.073,324.72501,
1545.108,328.375,
1544.144,313.99323,
1543.180,299.1427,
1542.216,299.03699,
1541.251,305.72604,
1540.287,313.08801,
1539.323,320.92032,
1538.359,329.24219,
1537.394,337.30313,
1536.430,339.55624,
1535.466,335.92395,
1534.502,333.10208,
1533.538,335.37344,
1532.573,338.28958,
1531.609,333.73334,
1530.645,321.99219,
1529.681,313.49426,
1528.716,312.73749,
1527.752,311.4953,
1526.788,310.56198,
1525.824,310.99844,
1524.859,304.47083,
1523.895,293.2276,
1522.931,298.18958,
1521.967,325.99896,
1521.002,355.29636,
1520.038,366.89584,
1519.074,368.9422,
1518.110,366.25311,
1517.146,358.19061,
1516.181,349.3703,
1515.217,345.56406,
1514.253,343.64999,
1513.289,339.90781,
1512.324,334.61615,
1511.360,326.47031,
1510.396,315.12137,
1509.432,307.61197,
1508.467,310.70468,
1507.503,322.93906,
1506.539,341.7547,
1505.575,359.71875,
1504.611,353.55313,
1503.646,326.65781,
1502.682,310.69168,
1501.718,315.70364,
1500.754,328.54376,
1499.789,335.78021,
1498.825,337.42395,
1497.861,339.32709,
1496.897,343.72656,
1495.932,351.45834,
1494.968,365.10678,
1494.004,378.98907,
1493.040,374.88855,
1492.075,361.80106,
1491.111,371.70105,
1490.147,391.48907,
1489.183,403.20782,
1488.219,404.45468,
1487.254,397.32657,
1486.290,384.72134,
1485.326,376.64481,
1484.362,387.57553,
1483.397,417.63385,
1482.433,440.32553,
1481.469,429.54636,
1480.505,404.99792,
1479.540,403.65469,
1478.576,416.92032,
1477.612,450.54428,
1476.648,495.37552,
1475.684,518.6521,
1474.719,514.95471,
1473.755,510.83594,
1472.791,530.27655,
1471.827,571.29791,
1470.862,617.15155,
1469.898,660.77032,
1468.934,706.20782,
1467.970,754.48175,
1467.005,816.67554,
1466.041,925.70001,
1465.077,1066.7339,
1464.113,1223.0104,
1463.148,1397.4182,
1462.184,1601.6495,
1461.220,1836.6755,
1460.256,2090.6438,
1459.292,2351.7749,
1458.327,2613.5146,
1457.363,2834.6406,
1456.399,2993.0208,
1455.435,3075.7551,
1454.470,3055.563,
1453.506,2960.9692,
1452.542,2821.9011,
1451.578,2643.5334,
1450.613,2473.1223,
1449.649,2329.2214,
1448.685,2184.2063,
1447.721,2031.175,
1446.757,1878.3334,
1445.792,1728.7578,
1444.828,1579.825,
1443.864,1444.7823,
1442.900,1330.2365,
1441.935,1242.8911,
1440.971,1188.5021,
1440.007,1157.938,
1439.043,1132.5844,
1438.078,1105.2385,
1437.114,1088.7985,
1436.150,1099.3677,
1435.186,1134.1115,
1434.221,1190.5406,
1433.257,1276.4807,
1432.293,1337.3688,
1431.329,1380.6239,
1430.365,1356.9911,
1429.400,1258.7094,
1428.436,1122.3739,
1427.472,979.21564,
1426.508,840.64008,
1425.543,716.15051,
1424.579,620.20782,
1423.615,541.26508,
1422.651,481.625,
1421.686,444.7099,
1420.722,414.73959,
1419.758,392.99689,
1418.794,379.57761,
1417.830,376.11874,
1416.865,377.77292,
1415.901,380.21405,
1414.937,380.54269,
1413.973,373.64896,
1413.008,360.69479,
1412.044,350.93854,
1411.080,350.55887,
1410.116,351.3125,
1409.151,348.24426,
1408.187,347.1651,
1407.223,349.65936,
1406.259,350.10938,
1405.294,344.1922,
1404.330,332.86459,
1403.366,322.13022,
1402.402,320.87189,
1401.438,329.86874,
1400.473,339.57083,
1399.509,342.24167,
1398.545,337.13074,
1397.581,328.32343,
1396.616,324.86511,
1395.652,331.73126,
1394.688,343.2453,
1393.724,349.42136,
1392.759,345.97656,
1391.795,335.34793,
1390.831,319.56094,
1389.867,307.09219,
1388.903,315.96979,
1387.938,331.47708,
1386.974,339.94635,
1386.010,339.89011,
1385.046,336.50311,
1384.081,336.57916,
1383.117,344.69949,
1382.153,361.375,
1381.189,383.75522,
1380.224,407.98178,
1379.260,432.79269,
1378.296,456.54428,
1377.332,472.89584,
1376.367,487.54428,
1375.403,515.64325,
1374.439,555.48334,
1373.475,595.83386,
1372.511,634.33179,
1371.546,670.62292,
1370.582,690.05835,
1369.618,689.47034,
1368.654,680.22241,
1367.689,669.41565,
1366.725,663.39221,
1365.761,668.49896,
1364.797,678.92865,
1363.832,689.00262,
1362.868,702.06354,
1361.904,732.44269,
1360.940,791.72186,
1359.976,874.64636,
1359.011,979.99896,
1358.047,1101.1698,
1357.083,1173.7,
1356.119,1217.1656,
1355.154,1228.7703,
1354.190,1205.8739,
1353.226,1149.9865,
1352.262,1063.7943,
1351.297,957.35938,
1350.333,854.16565,
1349.369,775.16144,
1348.405,703.53802,
1347.440,649.763,
1346.476,611.96198,
1345.512,583.10883,
1344.548,565.01093,
1343.584,561.00366,
1342.619,570.2594,
1341.655,584.13385,
1340.691,594.31976,
1339.727,604.4375,
1338.762,621.31873,
1337.798,645.86353,
1336.834,674.60364,
1335.870,709.95416,
1334.905,760.5719,
1333.941,833.80157,
1332.977,927.87811,
1332.013,1047.2224,
1331.049,1196.9244,
1330.084,1378.4933,
1329.120,1610.011,
1328.156,1890.5563,
1327.192,2122.9866,
1326.227,2328.7979,
1325.263,2418.1099,
1324.299,2376.2542,
1323.335,2236.2214,
1322.370,2024.7516,
1321.406,1766.5375,
1320.442,1508.8729,
1319.478,1300.0745,
1318.513,1109.8364,
1317.549,967.40991,
1316.585,868.31873,
1315.621,791.80676,
1314.657,734.04218,
1313.692,679.08228,
1312.728,625.55676,
1311.764,578.46613,
1310.800,537.90991,
1309.835,507.0401,
1308.871,490.70313,
1307.907,486.34116,
1306.943,477.85626,
1305.978,461.46512,
1305.014,452.85416,
1304.050,466.21353,
1303.086,498.35104,
1302.122,535.23645,
1301.157,567.57867,
1300.193,590.62134,
1299.229,578.60101,
1298.265,542.9552,
1297.300,520.16095,
1296.336,503.44009,
1295.372,497.72397,
1294.408,501.62448,
1293.443,511.19894,
1292.479,524.96509,
1291.515,541.37604,
1290.551,552.0932,
1289.586,545.45416,
1288.622,525.4552,
1287.658,493.21927,
1286.694,449.94843,
1285.730,416.99792,
1284.765,399.19739,
1283.801,386.95731,
1282.837,370.81042,
1281.873,352.8302,
1280.908,343.17499,
1279.944,340.43958,
1278.980,324.1698,
1278.016,297.07813,
1277.051,279.84949,
1276.087,277.5224,
1275.123,283.53751,
1274.159,294.75833,
1273.195,307.95364,
1272.230,310.05261,
1271.266,284.98334,
1270.302,252.88542,
1269.338,256.13803,
1268.373,273.51874,
1267.409,280.84634,
1266.445,280.16614,
1265.481,280.24271,
1264.516,285.22345,
1263.552,290.57709,
1262.588,288.05365,
1261.624,277.08282,
1260.659,269.67865,
1259.695,278.80676,
1258.731,293.96512,
1257.767,301.4599,
1256.803,302.30573,
1255.838,308.11926,
1254.874,324.37396,
1253.910,351.03021,
1252.946,392.05157,
1251.981,443.14374,
1251.017,466.05051,
1250.053,468.86511,
1249.089,450.94635,
1248.124,414.25156,
1247.160,374.50989,
1246.196,344.53229,
1245.232,323.80573,
1244.268,305.25937,
1243.303,289.53177,
1242.339,278.45782,
1241.375,270.63022,
1240.411,266.83646,
1239.446,262.87918,
1238.482,257.8172,
1237.518,255.53125,
1236.554,257.75104,
1235.589,260.95157,
1234.625,260.45572,
1233.661,256.97449,
1232.697,251.73489,
1231.732,247.54115,
1230.768,250.8974,
1229.804,264.03436,
1228.840,280.37292,
1227.876,290.14322,
1226.911,289.65314,
1225.947,286.41824,
1224.983,293.85886,
1224.019,314.89896,
1223.054,359.43021,
1222.090,418.75311,
1221.126,483.4328,
1220.162,551.2276,
1219.197,620.362,
1218.233,691.81976,
1217.269,765.4682,
1216.305,831.43591,
1215.340,880.6026,
1214.376,894.68176,
1213.412,863.31561,
1212.448,804.44586,
1211.484,740.46509,
1210.519,675.03644,
1209.555,606.49323,
1208.591,534.54999,
1207.627,463.34738,
1206.662,420.83542,
1205.698,393.40936,
1204.734,368.93958,
1203.770,351.82291,
1202.805,333.39999,
1201.841,308.78751,
1200.877,283.59427,
1199.913,267.65207,
1198.949,263.63541,
1197.984,262.42709,
1197.020,256.29428,
1196.056,249.48228,
1195.092,242.71979,
1194.127,239.24896,
1193.163,240.91354,
1192.199,244.23647,
1191.235,240.0401,
1190.270,220.92656,
1189.306,196.32448,
1188.342,187.32916,
1187.378,195.75572,
1186.413,209.72604,
1185.449,220.95522,
1184.485,225.95,
1183.521,224.22604,
1182.557,217.8026,
1181.592,211.06094,
1180.628,208.02499,
1179.664,208.03906,
1178.700,214.74896,
1177.735,226.56302,
1176.771,239.90157,
1175.807,253.95833,
1174.843,270.05521,
1173.878,288.99637,
1172.914,311.92499,
1171.950,348.18228,
1170.986,401.74689,
1170.022,476.55417,
1169.057,574.50781,
1168.093,693.53748,
1167.129,829.31512,
1166.165,970.49219,
1165.200,1092.0536,
1164.236,1169.3911,
1163.272,1222.5818,
1162.308,1225.7723,
1161.343,1190.7891,
1160.379,1141.6937,
1159.415,1071.3578,
1158.451,1007.3005,
1157.486,970.7677,
1156.522,960.29633,
1155.558,978.5318,
1154.594,1026.0558,
1153.630,1102.5308,
1152.665,1203.3938,
1151.701,1326.6198,
1150.737,1469.0818,
1149.773,1619.7036,
1148.808,1741.8635,
1147.844,1797.3953,
1146.880,1800.0667,
1145.916,1705.326,
1144.951,1533.8917,
1143.987,1350.1776,
1143.023,1142.4828,
1142.059,949.36096,
1141.095,789.487,
1140.130,657.39636,
1139.166,552.04742,
1138.202,476.36197,
1137.238,420.04376,
1136.273,370.00311,
1135.309,326.42447,
1134.345,286.08282,
1133.381,253.1474,
1132.416,232.64844,
1131.452,224.11302,
1130.488,220.78854,
1129.524,208.68073,
1128.559,192.16145,
1127.595,180.97552,
1126.631,176.15416,
1125.667,171.16197,
1124.703,162.03645,
1123.738,150.03958,
1122.774,138.50626,
1121.810,128.45833,
1120.846,123.0875,
1119.881,126.68855,
1118.917,131.56822,
1117.953,129.26146,
1116.989,121.78333,
1116.024,117.69688,
1115.060,122.00573,
1114.096,128.17865,
1113.132,123.32083,
1112.168,116.28698,
1111.203,120.79792,
1110.239,131.76407,
1109.275,139.00156,
1108.311,137.43906,
1107.346,129.61041,
1106.382,122.33281,
1105.418,121.20729,
1104.454,129.46875,
1103.489,146.10782,
1102.525,168.49583,
1101.561,195.2776,
1100.597,223.0052,
1099.632,242.58333,
1098.668,246.9901,
1097.704,244.40886,
1096.740,240.20833,
1095.776,231.34323,
1094.811,215.8526,
1093.847,193.83073,
1092.883,173.06094,
1091.919,160.24323,
1090.954,155.1651,
1089.990,150.65105,
1089.026,140.51146,
1088.062,125.18073,
1087.097,106.96094,
1086.133,88.798958,
1085.169,76.055206,
1084.205,69.821358,
1083.241,67.636978,
1082.276,67.342186,
1081.312,68.631248,
1080.348,67.926041,
1079.384,65.616669,
1078.419,60.521873,
1077.455,54.210938,
1076.491,49.934895,
1075.527,50.405727,
1074.562,55.802605,
1073.598,63.401043,
1072.634,68.166145,
1071.670,67.853127,
1070.705,61.990105,
1069.741,52.079166,
1068.777,47.667709,
1067.813,55.685936,
1066.849,70.606773,
1065.884,74.865105,
1064.920,72.522392,
1063.956,69.195313,
1062.992,62.105728,
1062.027,55.38073,
1061.063,52.81979,
1060.099,54.753647,
1059.135,58.642708,
1058.170,62.671352,
1057.206,67.738541,
1056.242,74.272392,
1055.278,81.690102,
1054.314,88.456772,
1053.349,94.808334,
1052.385,104.06406,
1051.421,119.15417,
1050.457,136.28125,
1049.492,141.38229,
1048.528,139.95677,
1047.564,148.22708,
1046.600,167.40053,
1045.635,192.20157,
1044.671,218.53073,
1043.707,248.54897,
1042.743,291.4776,
1041.778,353.54999,
1040.814,411.98282,
1039.850,441.43387,
1038.886,453.84116,
1037.922,467.22916,
1036.957,488.09531,
1035.993,512.36719,
1035.029,540.02081,
1034.065,568.56305,
1033.100,591.38647,
1032.136,612.57501,
1031.172,611.83539,
1030.208,580.2818,
1029.243,525.18958,
1028.279,461.01144,
1027.315,395.08801,
1026.351,331.60364,
1025.387,281.85938,
1024.422,242.62604,
1023.458,215.99271,
1022.494,198.20677,
1021.530,179.95729,
1020.565,153.92552,
