,PET spectra,
Raman shift [1/cm],Counts/sec,
2231.643,0.089062497,
2230.678,-4.471745,
2229.714,-11.132682,
2228.750,-12.020964,
2227.786,-7.9410157,
2226.821,-3.1632812,
2225.857,0.48867187,
2224.893,2.7739584,
2223.929,4.2485676,
2222.964,6.898828,
2222.000,10.989714,
2221.036,10.800261,
2220.072,3.5332031,
2219.108,-3.1031251,
2218.143,-4.9415364,
2217.179,-4.2729168,
2216.215,-2.1145833,
2215.251,0.38177082,
2214.286,1.9371094,
2213.322,3.2088542,
2212.358,4.9260416,
2211.394,6.158854,
2210.429,6.2141929,
2209.465,4.7337241,
2208.501,2.3091147,
2207.537,0.87721354,
2206.572,3.0522134,
2205.608,9.203516,
2204.644,13.69414,
2203.680,11.736197,
2202.716,6.6035156,
2201.751,3.782552,
2200.787,3.5438802,
2199.823,3.4436197,
2198.859,3.3554688,
2197.894,5.4966145,
2196.930,10.516016,
2195.966,15.180079,
2195.002,17.967188,
2194.037,16.65052,
2193.073,9.3627605,
2192.109,2.5834634,
2191.145,1.773698,
2190.180,4.4721355,
2189.216,7.4820313,
2188.252,10.00612,
2187.288,10.980338,
2186.324,10.470703,
2185.359,10.99375,
2184.395,12.802214,
2183.431,12.583073,
2182.467,9.7250004,
2181.502,7.9678388,
2180.538,8.6964846,
2179.574,12.646484,
2178.610,20.180208,
2177.645,24.495573,
2176.681,19.480598,
2175.717,11.455859,
2174.753,11.154688,
2173.789,16.822266,
2172.824,17.622786,
2171.860,12.613933,
2170.896,11.464192,
2169.932,16.119923,
2168.967,17.815235,
2168.003,13.727604,
2167.039,8.9286461,
2166.075,6.5742188,
2165.110,6.8809896,
2164.146,8.3089848,
2163.182,8.5979166,
2162.218,6.7095051,
2161.253,4.632422,
2160.289,6.6251302,
2159.325,13.326563,
2158.361,19.915754,
2157.397,23.475,
2156.432,23.304817,
2155.468,18.963411,
2154.504,13.370442,
2153.540,8.5281248,
2152.575,7.1893229,
2151.611,12.749479,
2150.647,19.901823,
2149.683,19.926172,
2148.718,13.777995,
2147.754,9.3239584,
2146.790,8.816927,
2145.826,9.6942711,
2144.862,10.813412,
2143.897,12.134375,
2142.933,14.835417,
2141.969,17.476692,
2141.005,17.298828,
2140.040,16.931902,
2139.076,19.358204,
2138.112,22.48073,
2137.148,21.689062,
2136.183,17.451954,
2135.219,16.082552,
2134.255,19.517448,
2133.291,20.704296,
2132.326,15.770443,
2131.362,10.583854,
2130.398,9.2686195,
2129.434,9.1635418,
2128.470,8.2588539,
2127.505,6.9053388,
2126.541,6.1630206,
2125.577,4.8739581,
2124.613,-1.0334636,
2123.648,-10.104557,
2122.684,-13.629948,
2121.720,-8.2631512,
2120.756,-1.9497396,
2119.791,1.7191406,
2118.827,6.6708331,
2117.863,11.044271,
2116.899,12.639193,
2115.935,10.857422,
2114.970,6.7787762,
2114.006,2.8559897,
2113.042,0.5404948,
2112.078,-2.0673177,
2111.113,-5.8143229,
2110.149,-5.3428388,
2109.185,1.586849,
2108.221,6.3864584,
2107.256,2.2542968,
2106.292,-2.1109376,
2105.328,1.9268229,
2104.364,8.8824215,
2103.399,8.4311199,
2102.435,2.25,
2101.471,-0.75690103,
2100.507,-0.39140624,
2099.543,-2.7438803,
2098.578,-7.7977862,
2097.614,-11.014844,
2096.650,-11.207292,
2095.686,-8.5967445,
2094.721,-2.4126303,
2093.757,1.9432292,
2092.793,-5.6944013,
2091.829,-18.424479,
2090.864,-16.622265,
2089.900,-5.4994793,
2088.936,-0.11028646,
2087.972,1.1967448,
2087.008,1.8671875,
2086.043,3.2194011,
2085.079,3.4539063,
2084.115,0.11171875,
2083.151,-3.6471355,
2082.186,-0.80260414,
2081.222,5.6765623,
2080.258,6.1695313,
2079.294,3.4239583,
2078.329,2.7761719,
2077.365,1.9740885,
2076.401,2.1424479,
2075.437,3.5273438,
2074.472,2.6322916,
2073.508,-1.0859375,
2072.544,-3.7072916,
2071.580,-2.5860677,
2070.616,-0.35559896,
2069.651,-0.98372394,
2068.687,-3.9419272,
2067.723,-6.3531251,
2066.759,-6.9589844,
2065.794,-4.7641926,
2064.830,-0.59973961,
2063.866,1.955599,
2062.902,2.2847657,
2061.937,0.065234378,
2060.973,-6.3428388,
2060.009,-12.200391,
2059.045,-11.410808,
2058.081,-6.0565104,
2057.116,-1.5382812,
2056.152,0.11757813,
2055.188,-2.6630208,
2054.224,-9.9777346,
2053.259,-11.915495,
2052.295,-0.59257811,
2051.331,10.936068,
2050.367,8.6091146,
2049.402,1.039323,
2048.438,-1.7845052,
2047.474,-0.83359373,
2046.510,-0.04700521,
2045.545,-0.34361979,
2044.581,2.6691406,
2043.617,9.9861975,
2042.653,14.541797,
2041.689,12.07513,
2040.724,9.8108072,
2039.760,12.448047,
2038.796,15.138672,
2037.832,9.4388018,
2036.867,-1.1703125,
2035.903,-3.258203,
2034.939,-1.5345052,
2033.975,-2.1891928,
2033.010,-4.4782553,
2032.046,-8.0299482,
2031.082,-12.811849,
2030.118,-14.333333,
2029.154,-8.5180988,
2028.189,-1.1971354,
2027.225,-0.71197915,
2026.261,-4.129427,
2025.297,-5.3518229,
2024.332,-4.6070313,
2023.368,-1.6747396,
2022.404,3.0858073,
2021.440,5.2222657,
2020.475,3.3539062,
2019.511,0.94010419,
2018.547,0.71080726,
2017.583,1.5673177,
2016.618,1.366927,
2015.654,0.140625,
2014.690,-1.0408854,
2013.726,-2.3070312,
2012.762,-2.3953125,
2011.797,0.00065104169,
2010.833,1.3712239,
2009.869,-0.29023439,
2008.905,-0.68294269,
2007.940,2.3526042,
2006.976,4.224349,
2006.012,-0.0022135417,
2005.048,-7.0167971,
2004.083,-7.9333334,
2003.119,-1.1346354,
2002.155,4.6707029,
2001.191,3.9472656,
2000.227,1.4476563,
1999.262,1.3132813,
1998.298,2.0485678,
1997.334,3.7481771,
1996.370,6.2022138,
1995.405,1.2009114,
1994.441,-8.7145834,
1993.477,-9.1920576,
1992.513,-0.54700524,
1991.548,3.8821614,
1990.584,0.032031249,
1989.620,-5.2930989,
1988.656,-11.491276,
1987.691,-17.784895,
1986.727,-17.435156,
1985.763,-13.540885,
1984.799,-3.8303385,
1983.835,12.747135,
1982.870,15.159245,
1981.906,4.6523438,
1980.942,-1.8088542,
1979.978,-0.41966146,
1979.013,2.3460937,
1978.049,3.0321615,
1977.085,2.0114584,
1976.121,-0.97955728,
1975.156,-4.8221354,
1974.192,-5.6311197,
1973.228,-2.7815104,
1972.264,0.47734374,
1971.300,3.0816407,
1970.335,5.2195311,
1969.371,6.025651,
1968.407,6.5247397,
1967.443,8.6808596,
1966.478,10.569792,
1965.514,7.9600263,
1964.550,1.768099,
1963.586,-2.661849,
1962.621,-3.6955729,
1961.657,-4.3630209,
1960.693,-5.0528646,
1959.729,-4.7615886,
1958.764,-4.7893229,
1957.800,-4.8221354,
1956.836,-3.8567708,
1955.872,-2.3800781,
1954.908,3.0625,
1953.943,10.971745,
1952.979,11.23151,
1952.015,3.9263022,
1951.051,1.0807291,
1950.086,9.1744795,
1949.122,17.213411,
1948.158,11.592969,
1947.194,-0.49492186,
1946.229,-1.9601562,
1945.265,3.7563803,
1944.301,3.4113281,
1943.337,-1.5704427,
1942.373,-3.2776041,
1941.408,-1.2076823,
1940.444,3.3705728,
1939.480,9.693099,
1938.516,14.204427,
1937.551,13.865104,
1936.587,11.732943,
1935.623,13.933854,
1934.659,19.994923,
1933.694,21.377604,
1932.730,13.820052,
1931.766,3.8335938,
1930.802,-3.3817708,
1929.837,-7.1337237,
1928.873,-2.536849,
1927.909,4.8507814,
1926.945,3.3691406,
1925.981,-4.5536456,
1925.016,-6.2595053,
1924.052,1.6597656,
1923.088,8.6858072,
1922.124,6.6727862,
1921.159,0.72916669,
1920.195,-3.7329428,
1919.231,-6.7152343,
1918.267,-4.1341147,
1917.302,3.3619792,
1916.338,7.895052,
1915.374,8.7828121,
1914.410,7.3996096,
1913.446,4.4402342,
1912.481,2.7132812,
1911.517,3.9291666,
1910.553,4.6427083,
1909.589,1.0842448,
1908.624,-3.3861978,
1907.660,-2.1936197,
1906.696,4.0205731,
1905.732,9.1505213,
1904.767,10.721094,
1903.803,9.0493488,
1902.839,4.6287761,
1901.875,0.80742186,
1900.910,-0.60377604,
1899.946,-0.92929685,
1898.982,-0.17356771,
1898.018,1.1394532,
1897.054,3.8092449,
1896.089,8.6111975,
1895.125,12.822917,
1894.161,12.705729,
1893.197,9.8876305,
1892.232,5.7096353,
1891.268,0.30807292,
1890.304,-0.068880208,
1889.340,3.3657553,
1888.375,4.4582033,
1887.411,4.1527343,
1886.447,1.3579427,
1885.483,-4.3873696,
1884.519,-9.9072914,
1883.554,-12.564974,
1882.590,-9.7230473,
1881.626,1.3516927,
1880.662,15.535026,
1879.697,19.844011,
1878.733,12.264193,
1877.769,8.1876307,
1876.805,16.195574,
1875.840,23.576563,
1874.876,18.427996,
1873.912,10.198177,
1872.948,9.8791666,
1871.983,12.717709,
1871.019,12.61888,
1870.055,9.8936195,
1869.091,5.7528644,
1868.127,-0.00013020834,
1867.162,-3.9752605,
1866.198,-1.2824218,
1865.234,2.5141928,
1864.270,0.13320312,
1863.305,-4.261198,
1862.341,-0.39466146,
1861.377,9.0630207,
1860.413,9.2683592,
1859.448,0.72604167,
1858.484,-4.7398438,
1857.520,-2.0591147,
1856.556,4.129427,
1855.591,7.9957032,
1854.627,8.3044271,
1853.663,6.4104166,
1852.699,2.9927084,
1851.735,-0.85755211,
1850.770,-2.6242187,
1849.806,-2.329427,
1848.842,-3.2260416,
1847.878,-3.5333333,
1846.913,3.5912759,
1845.949,12.16836,
1844.985,12.692318,
1844.021,8.2733068,
1843.056,5.9483075,
1842.092,7.4967446,
1841.128,7.3783855,
1840.164,2.1670573,
1839.200,-3.6986978,
1838.235,-4.4253907,
1837.271,-3.0039063,
1836.307,-4.8816404,
1835.343,-8.9216146,
1834.378,-7.6251302,
1833.414,0.2220052,
1832.450,8.0294275,
1831.486,12.188932,
1830.521,13.972917,
1829.557,14.691667,
1828.593,13.541927,
1827.629,9.0506506,
1826.664,2.9088542,
1825.700,-0.51380211,
1824.736,0.13450521,
1823.772,2.6015625,
1822.808,8.8527346,
1821.843,16.87435,
1820.879,14.627084,
1819.915,6.3052082,
1818.951,6.8699217,
1817.986,11.528906,
1817.022,13.736719,
1816.058,14.204557,
1815.094,12.903516,
1814.129,8.4529943,
1813.165,4.7916665,
1812.201,8.1631508,
1811.237,15.513151,
1810.273,17.878256,
1809.308,14.402344,
1808.344,11.323958,
1807.380,11.452213,
1806.416,12.572135,
1805.451,12.528906,
1804.487,12.406119,
1803.523,14.815625,
1802.559,18.466927,
1801.594,20.302343,
1800.630,19.946615,
1799.666,18.952734,
1798.702,18.329687,
1797.737,18.215885,
1796.773,19.497917,
1795.809,22.167969,
1794.845,23.557812,
1793.881,23.556641,
1792.916,22.941536,
1791.952,20.642578,
1790.988,18.475521,
1790.024,18.721615,
1789.059,18.351433,
1788.095,13.660417,
1787.131,8.505599,
1786.167,10.210417,
1785.202,17.56953,
1784.238,20.763933,
1783.274,15.740755,
1782.310,10.838021,
1781.346,12.353516,
1780.381,15.838802,
1779.417,17.146093,
1778.453,17.522005,
1777.489,17.052996,
1776.524,16.097136,
1775.560,19.65638,
1774.596,27.945833,
1773.632,32.295181,
1772.667,28.09948,
1771.703,22.68125,
1770.739,25.245443,
1769.775,34.334244,
1768.810,41.595314,
1767.846,43.613804,
1766.882,42.719009,
1765.918,40.386978,
1764.954,38.358852,
1763.989,40.629559,
1763.025,46.359116,
1762.061,51.270573,
1761.097,54.698696,
1760.132,58.743752,
1759.168,63.158985,
1758.204,63.607033,
1757.240,59.477863,
1756.275,58.722527,
1755.311,67.682159,
1754.347,80.200264,
1753.383,87.715622,
1752.419,91.475128,
1751.454,96.309242,
1750.490,103.43555,
1749.526,112.42982,
1748.562,122.10742,
1747.597,129.87982,
1746.633,134.7,
1745.669,140.12279,
1744.705,151.52174,
1743.740,170.46588,
1742.776,195.15105,
1741.812,223.89427,
1740.848,253.1983,
1739.883,280.32928,
1738.919,311.08176,
1737.955,352.09402,
1736.991,399.4556,
1736.027,448.61484,
1735.062,499.52475,
1734.098,549.25104,
1733.134,598.5224,
1732.170,649.15393,
1731.205,700.66248,
1730.241,752.33435,
1729.277,804.20782,
1728.313,855.85822,
1727.348,904.9021,
1726.384,950.69751,
1725.420,1001.1241,
1724.456,1063.561,
1723.492,1127.1719,
1722.527,1164.6898,
1721.563,1184.0519,
1720.599,1204.9432,
1719.635,1228.5524,
1718.670,1253.0834,
1717.706,1276.4412,
1716.742,1295.2445,
1715.778,1307.3706,
1714.813,1313.2906,
1713.849,1312.9305,
1712.885,1303.4945,
1711.921,1275.1263,
1710.956,1221.2542,
1709.992,1141.1136,
1709.028,1029.7507,
1708.064,899.18304,
1707.100,776.14819,
1706.135,651.49139,
1705.171,542.26874,
1704.207,450.26108,
1703.243,373.89194,
1702.278,311.14584,
1701.314,261.27866,
1700.350,224.56822,
1699.386,196.88072,
1698.421,168.53281,
1697.457,141.92422,
1696.493,124.44362,
1695.529,116.54102,
1694.565,108.20664,
1693.600,93.01107,
1692.636,79.155472,
1691.672,74.670311,
1690.708,76.908073,
1689.743,78.092445,
1688.779,75.754814,
1687.815,71.852997,
1686.851,66.847397,
1685.886,61.498569,
1684.922,58.666275,
1683.958,58.073437,
1682.994,58.382813,
1682.029,59.973045,
1681.065,59.915627,
1680.101,56.587109,
1679.137,51.346485,
1678.173,45.366276,
1677.208,40.214973,
1676.244,38.752213,
1675.280,41.013149,
1674.316,45.156773,
1673.351,49.727345,
1672.387,53.295181,
1671.423,54.410809,
1670.459,53.814713,
1669.494,49.982944,
1668.530,44.141407,
1667.566,38.504559,
1666.602,32.200783,
1665.638,27.042187,
1664.673,23.716406,
1663.709,22.429688,
1662.745,23.415754,
1661.781,27.020834,
1660.816,33.451824,
1659.852,40.284897,
1658.888,41.639713,
1657.924,34.765102,
1656.959,26.994923,
1655.995,26.969791,
1655.031,30.048828,
1654.067,32.032551,
1653.102,35.534115,
1652.138,35.266148,
1651.174,30.73711,
1650.210,29.898308,
1649.246,33.643101,
1648.281,39.276562,
1647.317,46.364063,
1646.353,53.115887,
1645.389,54.700912,
1644.424,50.28138,
1643.460,45.814453,
1642.496,45.577866,
1641.532,47.193882,
1640.567,52.140625,
1639.603,59.770313,
1638.639,57.955467,
1637.675,49.230858,
1636.711,51.14323,
1635.746,61.218227,
1634.782,69.96875,
1633.818,75.274086,
1632.854,79.27005,
1631.889,83.220184,
1630.925,88.242836,
1629.961,96.185028,
1628.997,107.58633,
1628.032,120.83086,
1627.068,135.85156,
1626.104,152.82253,
1625.140,172.02812,
1624.175,195.05573,
1623.211,230.35378,
1622.247,273.47864,
1621.283,334.51706,
1620.319,414.75131,
1619.354,527.45367,
1618.390,680.55481,
1617.426,883.112,
1616.462,1150.1613,
1615.497,1478.6261,
1614.533,1845.2922,
1613.569,2231.397,
1612.605,2602.4482,
1611.640,2855.0229,
1610.676,3024.5374,
1609.712,2976.2048,
1608.748,2768.1985,
1607.784,2523.9214,
1606.819,2221.6228,
1605.855,1915.4324,
1604.891,1624.459,
1603.927,1358.9395,
1602.962,1135.4373,
1601.998,950.89716,
1601.034,794.25769,
1600.070,662.36017,
1599.105,555.44531,
1598.141,466.72186,
1597.177,395.91888,
1596.213,330.27109,
1595.248,276.13345,
1594.284,238.24297,
1593.320,214.9711,
1592.356,187.9556,
1591.392,155.59206,
1590.427,127.48528,
1589.463,109.57461,
1588.499,99.746613,
1587.535,93.567711,
1586.570,89.201691,
1585.606,86.466019,
1584.642,84.702995,
1583.678,82.857941,
1582.713,74.201172,
1581.749,62.802475,
1580.785,58.480209,
1579.821,56.697525,
1578.857,53.635418,
1577.892,50.595963,
1576.928,51.510807,
1575.964,57.46328,
1575.000,62.990364,
1574.035,61.673569,
1573.071,54.95052,
1572.107,51.029297,
1571.143,53.930077,
1570.178,57.038673,
1569.214,52.938282,
1568.250,44.618359,
1567.286,36.586849,
1566.321,28.291666,
1565.357,24.858463,
1564.393,25.344921,
1563.429,25.33099,
1562.465,23.752214,
1561.500,21.522655,
1560.536,18.87435,
1559.572,15.748828,
1558.608,12.689062,
1557.643,10.092318,
1556.679,7.4194012,
1555.715,4.3851562,
1554.751,2.0955729,
1553.786,4.6781249,
1552.822,11.37526,
1551.858,16.712761,
1550.894,20.258463,
1549.929,21.067057,
1548.965,18.30625,
1548.001,14.179427,
1547.037,12.04362,
1546.073,11.912109,
1545.108,10.440365,
1544.144,6.0337238,
1543.180,1.2259115,
1542.216,-1.428776,
1541.251,-1.4488281,
1540.287,3.3787761,
1539.323,9.7911463,
1538.359,8.4816408,
1537.394,0.5355469,
1536.430,-3.5901041,
1535.466,-1.0757812,
1534.502,1.5889323,
1533.538,-0.39479166,
1532.573,-4.1908855,
1531.609,-4.0833335,
1530.645,0.81380206,
1529.681,5.0492187,
1528.716,3.9124999,
1527.752,0.24505208,
1526.788,-3.3609376,
1525.824,-6.4490886,
1524.859,-8.2375002,
1523.895,-8.4592447,
1522.931,-4.8023438,
1521.967,3.3393228,
1521.002,9.3138018,
1520.038,5.5102863,
1519.074,-2.4894531,
1518.110,-3.694401,
1517.146,1.7373698,
1516.181,5.4675779,
1515.217,5.4540362,
1514.253,4.3828125,
1513.289,2.3005209,
1512.324,-0.12434896,
1511.360,-1.1710937,
1510.396,-1.0817708,
1509.432,-0.66992188,
1508.467,0.54062498,
1507.503,2.4141927,
1506.539,2.4975259,
1505.575,0.421875,
1504.611,-1.2576823,
1503.646,-2.470052,
1502.682,-3.3949218,
1501.718,-2.6303384,
1500.754,0.63085938,
1499.789,5.5871096,
1498.825,9.3713541,
1497.861,7.9213543,
1496.897,1.711849,
1495.932,-1.2315104,
1494.968,5.8317709,
1494.004,15.141406,
1493.040,13.128255,
1492.075,6.103776,
1491.111,7.4625001,
1490.147,12.115625,
1489.183,14.848568,
1488.219,14.969791,
1487.254,12.38776,
1486.290,7.3895831,
1485.326,2.5479167,
1484.362,1.5010417,
1483.397,4.8472657,
1482.433,9.167057,
1481.469,12.64388,
1480.505,16.258463,
1479.540,21.920443,
1478.576,30.968229,
1477.612,34.082943,
1476.648,31.371223,
1475.684,29.342838,
1474.719,30.102865,
1473.755,33.58802,
1472.791,40.074089,
1471.827,47.982552,
1470.862,52.603645,
1469.898,51.406773,
1468.934,49.933464,
1467.970,54.922398,
1467.005,62.572655,
1466.041,69.342705,
1465.077,75.874611,
1464.113,82.52565,
1463.148,90.00872,
1462.184,99.99427,
1461.220,112.4306,
1460.256,124.69883,
1459.292,134.43411,
1458.327,142.47552,
1457.363,151.53619,
1456.399,163.05963,
1455.435,174.55365,
1454.470,184.29713,
1453.506,191.64505,
1452.542,191.76289,
1451.578,185.65729,
1450.613,178.88451,
1449.649,172.78854,
1448.685,166.04337,
1447.721,160.3754,
1446.757,155.8987,
1445.792,152.13776,
1444.828,148.44856,
1443.864,145.80807,
1442.900,145.37721,
1441.935,144.86015,
1440.971,141.70039,
1440.007,139.00221,
1439.043,142.28073,
1438.078,149.92409,
1437.114,151.77643,
1436.150,141.34636,
1435.186,127.54649,
1434.221,121.18633,
1433.257,119.03516,
1432.293,111.85963,
1431.329,100.11276,
1430.365,87.941666,
1429.400,77.049736,
1428.436,68.100388,
1427.472,61.342838,
1426.508,56.480209,
1425.543,52.926823,
1424.579,50.20052,
1423.615,46.800652,
1422.651,40.556511,
1421.686,34.98008,
1420.722,34.760025,
1419.758,36.928387,
1418.794,37.35651,
1417.830,36.761719,
1416.865,37.990623,
1415.901,42.008335,
1414.937,48.557941,
1413.973,58.353645,
1413.008,71.123047,
1412.044,82.572266,
1411.080,89.018753,
1410.116,94.986588,
1409.151,103.97942,
1408.187,114.39531,
1407.223,120.56419,
1406.259,120.6793,
1405.294,115.78841,
1404.330,106.98594,
1403.366,94.481117,
1402.402,78.285027,
1401.438,60.947655,
1400.473,55.081642,
1399.509,58.353645,
1398.545,60.541145,
1397.581,60.128124,
1396.616,60.583462,
1395.652,63.11237,
1394.688,66.221611,
1393.724,68.127213,
1392.759,68.22982,
1391.795,66.641273,
1390.831,63.804165,
1389.867,62.448307,
1388.903,64.829033,
1387.938,67.684502,
1386.974,69.909767,
1386.010,70.992836,
1385.046,70.804947,
1384.081,70.462761,
1383.117,70.834503,
1382.153,71.169273,
1381.189,70.369011,
1380.224,69.719528,
1379.260,71.804947,
1378.296,74.041924,
1377.332,72.949219,
1376.367,70.745834,
1375.403,71.415108,
1374.439,74.418358,
1373.475,73.788803,
1372.511,67.117188,
1371.546,58.912498,
1370.582,52.712238,
1369.618,46.912762,
1368.654,41.798698,
1367.689,38.896614,
1366.725,37.48698,
1365.761,36.731121,
1364.797,36.941017,
1363.832,39.561199,
1362.868,44.289452,
1361.904,45.950912,
1360.940,39.74453,
1359.976,30.703125,
1359.011,24.711067,
1358.047,16.895964,
1357.083,11.75625,
1356.119,9.6596355,
1355.154,10.290885,
1354.190,13.355338,
1353.226,16.928385,
1352.262,19.013672,
1351.297,19.31875,
1350.333,18.445704,
1349.369,15.415885,
1348.405,10.235026,
1347.440,6.4923177,
1346.476,3.8682292,
1345.512,2.7644532,
1344.548,3.1743491,
1343.584,6.5852866,
1342.619,12.899219,
1341.655,17.11302,
1340.691,13.814584,
1339.727,6.038672,
1338.762,3.1425781,
1337.798,7.9946613,
1336.834,12.341928,
1335.870,13.108594,
1334.905,13.482031,
1333.941,13.771224,
1332.977,13.726171,
1332.013,16.322916,
1331.049,23.601692,
1330.084,31.477083,
1329.120,34.859116,
1328.156,37.999348,
1327.192,39.585938,
1326.227,38.415104,
1325.263,39.517578,
1324.299,44.610939,
1323.335,52.131641,
1322.370,60.169533,
1321.406,67.586067,
1320.442,73.169273,
1319.478,75.45195,
1318.513,76.169403,
1317.549,81.969528,
1316.585,92.873955,
1315.621,105.71719,
1314.657,118.67097,
1313.692,131.76237,
1312.728,145.5918,
1311.764,159.20209,
1310.800,171.36067,
1309.835,183.80182,
1308.871,199.84935,
1307.907,219.09193,
1306.943,236.72461,
1305.978,252.33841,
1305.014,267.76746,
1304.050,282.25012,
1303.086,295.63593,
1302.122,309.14178,
1301.157,323.31186,
1300.193,335.69049,
1299.229,342.67957,
1298.265,346.01251,
1297.300,364.59766,
1296.336,393.80273,
1295.372,423.14597,
1294.408,449.29376,
1293.443,475.35312,
1292.479,505.54245,
1291.515,540.01849,
1290.551,573.37946,
1289.586,600.48462,
1288.622,621.84491,
1287.658,633.99182,
1286.694,639.81378,
1285.730,650.92657,
1284.765,669.02112,
1283.801,687.63983,
1282.837,701.88306,
1281.873,710.28699,
1280.908,710.59113,
1279.944,704.52069,
1278.980,701.46716,
1278.016,705.4198,
1277.051,707.22137,
1276.087,699.375,
1275.123,684.33673,
1274.159,668.53345,
1273.195,653.19586,
1272.230,632.59216,
1271.266,602.66718,
1270.302,568.48492,
1269.338,531.19794,
1268.373,489.47787,
1267.409,448.21393,
1266.445,406.04269,
1265.481,364.47931,
1264.516,324.77902,
1263.552,288.60678,
1262.588,259.18256,
1261.624,237.27982,
1260.659,217.05911,
1259.695,193.82904,
1258.731,174.37669,
1257.767,163.15781,
1256.803,156.17773,
1255.838,145.5392,
1254.874,129.52969,
1253.910,112.01159,
1252.946,94.623695,
1251.981,77.202477,
1251.017,70.467056,
1250.053,70.967972,
1249.089,69.748955,
1248.124,66.228386,
1247.160,62.490757,
1246.196,59.457031,
1245.232,56.124348,
1244.268,51.009506,
1243.303,43.984116,
1242.339,37.517838,
1241.375,36.665363,
1240.411,38.151043,
1239.446,35.957161,
1238.482,30.648176,
1237.518,27.337761,
1236.554,27.898438,
1235.589,29.208073,
1234.625,27.970182,
1233.661,24.609896,
1232.697,17.759375,
1231.732,7.8911457,
1230.768,1.078125,
1229.804,0.70572919,
1228.840,2.8670573,
1227.876,1.2686198,
1226.911,-6.148828,
1225.947,-14.936198,
1224.983,-19.284506,
1224.019,-19.393881,
1223.054,-14.808333,
1222.090,-7.0789061,
1221.126,-4.4812498,
1220.162,-7.4718752,
1219.197,-11.385547,
1218.233,-12.360026,
1217.269,-9.9102869,
1216.305,-5.1691408,
1215.340,0.53046876,
1214.376,3.396224,
1213.412,1.4592448,
1212.448,-2.6630208,
1211.484,-6.2072916,
1210.519,-8.1884117,
1209.555,-8.7397137,
1208.591,-8.3631506,
1207.627,-7.6460938,
1206.662,-7.0067706,
1205.698,-7.1753907,
1204.734,-3.8697917,
1203.770,2.890625,
1202.805,7.0207033,
1201.841,5.697526,
1200.877,1.368099,
1199.913,-1.5587239,
1198.949,-1.3967448,
1197.984,0.56901044,
1197.020,5.461328,
1196.056,10.9375,
1195.092,12.501432,
1194.127,12.97539,
1193.163,17.455078,
1192.199,25.988672,
1191.235,31.78763,
1190.270,28.057423,
1189.306,20.306641,
1188.342,22.095442,
1187.378,33.276562,
1186.413,46.026691,
1185.449,56.489975,
1184.485,65.777344,
1183.521,76.506248,
1182.557,89.534637,
1181.592,102.99857,
1180.628,115.06159,
1179.664,127.60547,
1178.700,143.01367,
1177.735,159.93399,
1176.771,171.94701,
1175.807,178.84714,
1174.843,182.81979,
1173.878,184.88853,
1172.914,184.40781,
1171.950,181.3026,
1170.986,176.08008,
1170.022,164.47852,
1169.057,144.77565,
1168.093,124.01653,
1167.129,109.93385,
1166.165,100.95872,
1165.200,88.068489,
1164.236,65.731903,
1163.272,41.581249,
1162.308,28.68112,
1161.343,20.170443,
1160.379,13.399349,
1159.415,7.9100261,
1158.451,3.9992187,
1157.486,2.3731771,
1156.522,2.4151042,
1155.558,0.55351561,
1154.594,-4.3036456,
1153.630,-8.224349,
1152.665,-9.5026045,
1151.701,-9.1322918,
1150.737,-7.1876302,
1149.773,-3.6548178,
1148.808,1.1635417,
1147.844,6.5912762,
1146.880,11.217578,
1145.916,9.6268225,
1144.951,5.1664062,
1143.987,2.8895833,
1143.023,2.3221354,
1142.059,4.3954425,
1141.095,9.0249996,
1140.130,14.817318,
1139.166,20.505598,
1138.202,25.995703,
1137.238,29.71224,
1136.273,29.374088,
1135.309,28.43099,
1134.345,32.636978,
1133.381,42.071484,
1132.416,51.845963,
1131.452,57.938282,
1130.488,62.462368,
1129.524,68.933334,
1128.559,75.269791,
1127.595,82.855339,
1126.631,92.339066,
1125.667,102.66029,
1124.703,113.08672,
1123.738,123.49323,
1122.774,133.95209,
1121.810,144.34323,
1120.846,156.41562,
1119.881,171.81445,
1118.917,186.89948,
1117.953,196.73138,
1116.989,202.75821,
1116.024,212.2625,
1115.060,230.38359,
1114.096,251.10638,
1113.132,260.23373,
1112.168,264.72488,
1111.203,269.61444,
1110.239,273.06876,
1109.275,274.70285,
1108.311,274.89374,
1107.346,274.36105,
1106.382,274.18073,
1105.418,275.98801,
1104.454,281.67084,
1103.489,291.31577,
1102.525,302.34674,
1101.561,310.14688,
1100.597,313.22552,
1099.632,309.27176,
1098.668,295.7215,
1097.704,277.35168,
1096.740,275.07358,
1095.776,280.93085,
1094.811,281.51746,
1093.847,276.4953,
1092.883,267.85507,
1091.919,256.88242,
1090.954,244.25365,
1089.990,231.0556,
1089.026,218.04648,
1088.062,202.92343,
1087.097,185.75456,
1086.133,167.84975,
1085.169,151.03476,
1084.205,135.68581,
1083.241,120.89805,
1082.276,105.79765,
1081.312,90.463669,
1080.348,81.058983,
1079.384,75.293488,
1078.419,68.236458,
1077.455,59.499218,
1076.491,51.919399,
1075.527,48.562241,
1074.562,49.350651,
1073.598,49.522007,
1072.634,42.385025,
1071.670,32.64349,
1070.705,25.673178,
1069.741,20.250261,
1068.777,16.433332,
1067.813,15.482813,
1066.849,17.494011,
1065.884,19.775652,
1064.920,22.472656,
1063.956,24.878906,
1062.992,26.427996,
