,PET spectra,
Raman shift [1/cm],Counts/sec,
1062.027,28.110157,
1061.063,30.952864,
1060.099,34.020832,
1059.135,34.657551,
1058.170,31.234505,
1057.206,27.244141,
1056.242,26.88125,
1055.278,27.861589,
1054.314,29.149088,
1053.349,30.448177,
1052.385,30.228516,
1051.421,26.718229,
1050.457,21.33086,
1049.492,20.153515,
1048.528,20.910418,
1047.564,17.481771,
1046.600,9.9993486,
1045.635,5.2589846,
1044.671,9.3800783,
1043.707,21.593229,
1042.743,32.937241,
1041.778,34.997917,
1040.814,34.584244,
1039.850,36.63776,
1038.886,38.936069,
1037.922,37.794662,
1036.957,32.618099,
1035.993,27.38151,
1035.029,27.846745,
1034.065,30.586329,
1033.100,31.949739,
1032.136,33.496094,
1031.172,34.738022,
1030.208,35.114323,
1029.243,34.927082,
1028.279,35.246353,
1027.315,36.714455,
1026.351,37.099869,
1025.387,34.050259,
1024.422,30.797525,
1023.458,30.525391,
1022.494,32.230991,
1021.530,32.750782,
1020.565,30.254818,
1019.601,26.76927,
1018.637,25.68125,
1017.673,25.599871,
1016.708,25.961329,
1015.744,26.835287,
1014.780,27.098959,
1013.816,25.664454,
1012.851,22.854818,
1011.887,20.305599,
1010.923,17.778515,
1009.959,15.644401,
1008.995,16.690104,
1008.030,19.665234,
1007.066,20.472786,
1006.102,16.943621,
1005.138,12.654037,
1004.173,12.936068,
1003.209,13.284896,
1002.245,12.147786,
1001.281,12.197526,
1000.316,14.259114,
999.352,17.891666,
998.388,22.041927,
997.424,25.404558,
996.460,26.985937,
995.495,27.661198,
994.531,28.340626,
993.567,28.200781,
992.603,25.572527,
991.638,20.529427,
990.674,16.480598,
989.710,19.822786,
988.746,27.873308,
987.781,28.583073,
986.817,24.105598,
985.853,20.23802,
984.889,19.44961,
983.924,20.508854,
982.960,21.227604,
981.996,20.570051,
981.032,20.838411,
980.068,23.057682,
979.103,24.102995,
978.139,21.354036,
977.175,16.184376,
976.211,13.098568,
975.246,14.904428,
974.282,16.960155,
973.318,19.444792,
972.354,23.032812,
971.389,24.161068,
970.425,22.409895,
969.461,20.735807,
968.497,22.624088,
967.533,27.325521,
966.568,29.279688,
965.604,28.058332,
964.640,26.24349,
963.676,25.189192,
962.711,24.594662,
961.747,23.340105,
960.783,21.021484,
959.819,18.466406,
958.854,18.789063,
957.890,21.803255,
956.926,24.238152,
955.962,25.221874,
954.997,25.645052,
954.033,25.998047,
953.069,24.403906,
952.105,20.020052,
951.141,15.829037,
950.176,15.191797,
949.212,18.559896,
948.248,23.801302,
947.284,28.03828,
946.319,29.96888,
945.355,29.82526,
944.391,25.939453,
943.427,20.057682,
942.462,16.351954,
941.498,16.020573,
940.534,17.231251,
939.570,17.613932,
938.606,18.369791,
937.641,22.053125,
936.677,25.716797,
935.713,25.76927,
934.749,22.335546,
933.784,18.936979,
932.820,20.056902,
931.856,26.836979,
930.892,32.441929,
929.927,31.648438,
928.963,26.371355,
927.999,18.51927,
927.035,9.655859,
926.070,2.2076824,
925.106,0.51927084,
924.142,3.2787759,
923.178,4.5209637,
922.214,4.7973957,
921.249,4.0376301,
920.285,2.4063802,
919.321,1.2088542,
918.357,2.9832032,
917.392,8.2855473,
916.428,13.348958,
915.464,16.471224,
914.500,18.33099,
913.535,19.916277,
912.571,22.114584,
911.607,25.330078,
910.643,28.930208,
909.679,31.594662,
908.714,35.099869,
907.750,38.988022,
906.786,41.344791,
905.822,42.409245,
904.857,44.292709,
903.893,46.562759,
902.929,45.948177,
901.965,48.173046,
901.000,54.466015,
900.036,62.296093,
899.072,69.310417,
898.108,74.804947,
897.143,79.353905,
896.179,80.247398,
895.215,77.86393,
894.251,75.4207,
893.287,74.003777,
892.322,75.125778,
891.358,79.726952,
890.394,86.053909,
889.430,88.077606,
888.465,88.688278,
887.501,97.061455,
886.537,112.93932,
885.573,131.90404,
884.608,149.40807,
883.644,164.40234,
882.680,177.79713,
881.716,191.21967,
880.751,205.03334,
879.787,217.39218,
878.823,227.24948,
877.859,233.26953,
876.895,233.12943,
875.930,226.25482,
874.966,212.18047,
874.002,193.26471,
873.038,182.99336,
872.073,182.76158,
871.109,185.82018,
870.145,185.75169,
869.181,183.24583,
868.216,183.28725,
867.252,187.04245,
866.288,195.51353,
865.324,209.29765,
864.360,227.44531,
863.395,247.11314,
862.431,266.44922,
861.467,289.12396,
860.503,318.94205,
859.538,355.60559,
858.574,397.42618,
857.610,443.16562,
856.646,491.02045,
855.681,526.83777,
854.717,555.01526,
853.753,572.67542,
852.789,579.68109,
851.824,573.83063,
850.860,552.04633,
849.896,513.54504,
848.932,464.96863,
847.968,415.2789,
847.003,365.41641,
846.039,322.64362,
845.075,288.04492,
844.111,259.75391,
843.146,237.33881,
842.182,219.02852,
841.218,201.244,
840.254,186.0569,
839.289,172.96835,
838.325,161.75104,
837.361,152.22435,
836.397,143.32603,
835.433,134.46849,
834.468,125.10195,
833.504,115.80898,
832.540,107.81432,
831.576,102.02773,
830.611,98.447784,
829.647,96.295967,
828.683,95.610939,
827.719,96.435936,
826.754,98.804169,
825.790,101.99622,
824.826,103.7914,
823.862,102.33308,
822.897,99.986458,
821.933,99.561981,
820.969,99.723305,
820.005,99.545441,
819.041,98.715492,
818.076,97.48333,
817.112,96.462631,
816.148,96.244141,
815.184,97.242577,
814.219,98.405205,
813.255,98.171097,
812.291,95.563408,
811.327,91.009636,
810.362,86.881905,
809.398,88.77578,
808.434,94.746223,
807.470,97.334892,
806.506,97.544792,
805.541,99.820702,
804.577,107.52292,
803.613,118.65469,
802.649,123.30169,
801.684,120.93255,
800.720,117.97643,
799.756,117.01498,
798.792,117.91862,
797.827,119.62435,
796.863,122.9888,
795.899,129.42018,
794.935,142.13933,
793.970,159.83217,
793.006,176.64401,
792.042,188.98659,
791.078,195.26485,
790.114,180.79961,
789.149,152.21471,
788.185,125.94076,
787.221,102.19336,
786.257,81.846878,
785.292,66.014061,
784.328,54.559376,
783.364,43.406639,
782.400,29.88698,
781.435,17.621876,
780.471,10.742188,
779.507,9.7360678,
778.543,10.592318,
777.579,6.0255208,
776.614,-0.96302086,
775.650,-0.72981769,
774.686,3.9117188,
773.722,5.9757814,
772.757,2.2677083,
771.793,-3.4627604,
770.829,-5.4236979,
769.865,-4.4686198,
768.900,-3.1229167,
767.936,-2.0106771,
766.972,-1.4736979,
766.008,-1.7615886,
765.043,-3.0260417,
764.079,-4.0119791,
763.115,-3.7522135,
762.151,-2.6813803,
761.187,-1.4076823,
760.222,-0.56158853,
759.258,-0.65729165,
758.294,-2.0501301,
757.330,-4.1717448,
756.365,-3.7695313,
755.401,-0.6434896,
754.437,2.309375,
753.473,2.0449219,
752.508,-1.6854167,
751.544,-4.2690105,
750.580,-4.2148438,
749.616,-3.3299479,
748.652,-2.2433593,
747.687,-1.4696615,
746.723,-1.7471354,
745.759,-4.3535156,
744.795,-7.1859374,
743.830,-9.1988277,
742.866,-10.958203,
741.902,-10.951823,
740.938,-7.9153647,
739.973,-3.3946614,
739.009,-2.3389323,
738.045,-2.539453,
737.081,-2.8954427,
736.116,-3.253125,
735.152,-3.2815104,
734.188,-2.2845051,
733.224,0.45742187,
732.260,1.9988282,
731.295,-1.2411458,
730.331,-7.4705729,
729.367,-12.215495,
728.403,-12.19961,
727.438,-9.3164063,
726.474,-6.666276,
725.510,-2.9747396,
724.546,-1.1170573,
723.581,-1.2519531,
722.617,-3.0127604,
721.653,-6.3897138,
720.689,-11.15026,
719.725,-11.896224,
718.760,-8.8692713,
717.796,-4.8734374,
716.832,-1.8447917,
715.868,-0.16575521,
714.903,1.2408854,
713.939,0.71106774,
712.975,-1.0054687,
712.011,-2.3664062,
711.046,-2.8604167,
710.082,-0.066276044,
709.118,11.597656,
708.154,31.08672,
707.189,47.469009,
706.225,63.068489,
705.261,79.035156,
704.297,95.904556,
703.333,113.13503,
702.368,128.11041,
701.404,140.61914,
700.440,149.10951,
699.476,151.29179,
698.511,146.94675,
697.547,137.41679,
696.583,123.83997,
695.619,104.59023,
694.654,81.520706,
693.690,55.598698,
692.726,31.904036,
691.762,13.855989,
690.798,-0.8671875,
689.833,-4.5880208,
688.869,-0.91080731,
687.905,1.5111979,
686.941,1.0963541,
685.976,-1.0003906,
685.012,-2.9967449,
684.048,-4.5445313,
683.084,-5.5333333,
682.119,-5.0786457,
681.155,-3.5898438,
680.191,-2.0136719,
679.227,-1.0320313,
678.262,0.6122396,
677.298,3.7520833,
676.334,6.4001303,
675.370,6.0330729,
674.406,2.4308593,
673.441,-2.2423177,
672.477,-3.6346354,
671.513,-1.8876302,
670.549,-2.1186197,
669.584,-5.0712237,
668.620,-8.6954432,
667.656,-10.267578,
666.692,-8.5277348,
665.727,-6.0585938,
664.763,-4.8996096,
663.799,-4.2671876,
662.835,-3.71875,
661.871,-3.0664063,
660.906,-2.4460938,
659.942,-3.2226563,
658.978,-5.0572915,
658.014,-4.4850259,
657.049,-1.5432292,
656.085,0.94466144,
655.121,-0.96979165,
654.157,-5.7933593,
653.192,-5.8389325,
652.228,-2.0967448,
651.264,2.3481772,
650.300,5.2884116,
649.335,6.2128906,
648.371,6.1911459,
647.407,5.0648437,
646.443,3.3908854,
645.479,2.3548176,
644.514,2.4394531,
643.550,3.0231771,
642.586,1.7376302,
641.622,-1.6134114,
640.657,-0.41614583,
639.693,3.8888021,
638.729,8.7238283,
637.765,12.267447,
636.800,15.941667,
635.836,22.890234,
634.872,32.470444,
633.908,55.154949,
632.944,98.720444,
631.979,166.44701,
631.015,256.6875,
630.051,376.48959,
629.087,490.76563,
628.122,547.37372,
627.158,545.04169,
626.194,498.51419,
625.230,402.3577,
624.265,254.21849,
623.301,170.35886,
622.337,118.91823,
621.373,80.723434,
620.408,48.757423,
619.444,27.111979,
618.480,15.916146,
617.516,12.390104,
616.552,11.300651,
615.587,8.4148436,
614.623,2.8845053,
613.659,-0.89583331,
612.695,3.7990885,
611.730,9.7787762,
610.766,8.46875,
609.802,0.73671877,
608.838,-7.2166667,
607.873,-7.1981769,
606.909,-3.7828126,
605.945,-1.5277344,
604.981,0.85950524,
604.017,1.0540365,
603.052,-2.9595053,
602.088,-9.6095057,
601.124,-10.426042,
600.160,-6.6091146,
599.195,-2.45625,
598.231,-0.29505208,
597.267,-0.48684895,
596.303,-1.3259114,
595.338,-1.0910156,
594.374,-0.54270834,
593.410,-1.6895833,
592.446,-4.4294271,
591.481,-5.8951821,
590.517,0.30846354,
589.553,12.591797,
588.589,13.913932,
587.625,7.3014321,
586.660,0.30169269,
585.696,-0.53398436,
584.732,3.8377604,
583.768,3.8446615,
582.803,-0.10052083,
581.839,-3.491797,
580.875,-3.7027345,
579.911,-0.61692709,
578.946,2.5294271,
577.982,3.1016927,
577.018,2.3746095,
576.054,0.38723958,
575.089,-2.2473958,
574.125,-4.3710938,
573.161,-4.0115886,
572.197,-2.1988282,
571.233,0.15130208,
570.268,2.6858072,
569.304,5.0096354,
568.340,6.832552,
567.376,8.6106768,
566.411,10.256511,
565.447,11.539454,
564.483,11.704557,
563.519,10.088672,
562.554,6.4822917,
561.590,2.3712239,
560.626,-0.24257812,
559.662,-2.0123699,
558.698,-2.0183594,
557.733,0.20117188,
556.769,3.9847655,
555.805,6.0678387,
554.841,7.6729169,
553.876,10.323047,
552.912,13.863281,
551.948,17.889584,
550.984,22.478254,
550.019,28.357683,
549.055,30.514843,
548.091,27.871876,
547.127,21.863281,
546.162,14.662761,
545.198,7.4076824,
544.234,1.9786458,
543.270,4.1729169,
542.306,10.696094,
541.341,15.788542,
540.377,15.001302,
539.413,12.70612,
538.449,13.778385,
537.484,15.11224,
536.520,15.535287,
535.556,14.605989,
534.592,12.501693,
533.627,9.5897131,
532.663,6.6765623,
531.699,5.5197916,
530.735,6.5839844,
529.771,8.8898439,
528.806,10.000391,
527.842,7.447526,
526.878,5.3972654,
525.914,5.981771,
524.949,8.2394533,
523.985,9.6002607,
523.021,6.6100259,
522.057,1.2386719,
521.092,0.99869794,
520.128,4.5858073,
519.164,8.2250004,
518.200,8.1196613,
517.235,5.1300783,
516.271,3.6308594,
515.307,3.6102865,
514.343,4.1010418,
513.379,4.5050783,
512.414,4.7954426,
511.450,5.1977863,
510.486,5.2967448,
509.522,6.723177,
508.557,11.147526,
507.593,18.177473,
506.629,23.94948,
505.665,17.66914,
504.700,7.7692709,
503.736,1.7864584,
502.772,0.64361978,
501.808,1.7290365,
500.844,2.0333333,
499.879,2.1031251,
498.915,2.9419272,
497.951,4.5334635,
496.987,6.2807293,
496.022,7.221745,
495.058,6.6566405,
494.094,5.3029947,
493.130,4.0791669,
492.165,3.7753906,
491.201,4.8399739,
490.237,7.2016926,
489.273,10.1625,
488.308,14.853776,
487.344,19.790495,
486.380,21.327475,
485.416,16.519011,
484.452,8.7244787,
483.487,7.0204425,
482.523,8.5566406,
481.559,10.844531,
480.595,12.156771,
479.630,11.951823,
478.666,12.279948,
477.702,14.465755,
476.738,17.045963,
475.773,18.904947,
474.809,19.599218,
473.845,20.038021,
472.881,20.754818,
471.917,20.241016,
470.952,15.398046,
469.988,5.6550779,
469.024,-6.2895832,
468.060,-9.125391,
467.095,-6.728776,
466.131,-4.2963543,
465.167,-2.4720051,
464.203,-0.78802085,
463.238,1.4208333,
462.274,4.0324221,
461.310,6.2429686,
460.346,8.7003908,
459.381,11.090755,
458.417,12.127734,
457.453,8.1477861,
456.489,3.048177,
455.525,3.2457032,
454.560,6.8382812,
453.596,9.5018225,
452.632,6.0092449,
451.668,0.0125,
450.703,-1.1696614,
449.739,-0.0546875,
448.775,2.224349,
447.811,5.4792967,
446.846,10.313021,
445.882,9.635807,
444.918,4.4872394,
443.954,-0.97721356,
442.990,-3.2473958,
442.025,-0.92500001,
441.061,1.8226563,
440.097,1.997526,
439.133,0.99752605,
438.168,0.6363281,
437.204,2.3046875,
436.240,5.0108075,
435.276,4.8367186,
434.311,3.7445312,
433.347,1.7151042,
432.383,-1.5145833,
431.419,-6.1364584,
430.454,-8.1656246,
429.490,-8.6540365,
428.526,-7.4354167,
427.562,-4.5447917,
426.598,-0.37434897,
425.633,3.4569011,
424.669,5.8712239,
423.705,5.9645834,
422.741,2.599349,
421.776,-3.6408854,
420.812,-9.5592451,
419.848,-5.5859375,
418.884,0.97981769,
417.919,3.0838542,
416.955,-0.44973958,
415.991,-5.8953123,
415.027,-3.8981771,
414.063,1.1463542,
413.098,5.5705729,
412.134,8.9914064,
411.170,11.436328,
410.206,11.998047,
409.241,10.628515,
408.277,8.9128904,
407.313,7.1808596,
406.349,5.7347655,
405.384,4.9317708,
404.420,6.2298179,
403.456,8.0080729,
402.492,8.5977869,
401.527,8.0037756,
400.563,6.7065105,
399.599,4.4812498,
398.635,1.414323,
397.671,0.97773439,
396.706,2.6972656,
395.742,4.6351562,
394.778,3.6832032,
393.814,-0.026302082,
392.849,-2.6104167,
391.885,-3.6815104,
390.921,-3.947526,
389.957,-4.7908854,
388.992,-7.3300781,
388.028,-8.7721357,
387.064,-7.2808595,
386.100,-3.7041667,
385.136,-0.21940105,
384.171,-0.54036456,
383.207,-2.9222655,
382.243,-3.6126301,
381.279,-3.1265626,
380.314,-2.2990885,
379.350,-1.8476563,
378.386,-0.91796875,
377.422,-0.98138022,
376.457,-1.6113281,
375.493,-2.0591147,
374.529,-1.6114583,
373.565,-0.91471356,
372.600,-0.46966144,
371.636,0.054166667,
370.672,0.19388022,
369.708,-0.63574219,
368.744,-2.9059246,
367.779,-3.2789063,
366.815,-0.75169271,
365.851,2.7350261,
364.887,5.1225262,
363.922,4.7395835,
362.958,2.7475259,
361.994,-0.65904945,
361.030,-4.4128256,
360.065,-6.2506509,
359.101,-3.6740234,
358.137,1.4096354,
357.173,2.6032553,
356.209,0.33730468,
355.244,-3.8708985,
354.280,-8.2486324,
353.316,-11.842122,
352.352,-12.704883,
351.387,-9.2684898,
350.423,-3.5800781,
349.459,1.2589843,
348.495,1.4049479,
347.530,-0.18652344,
346.566,-1.719987,
345.602,-3.519336,
344.638,-5.6259112,
343.673,-7.7753253,
342.709,-10.437304,
341.745,-10.992708,
340.781,-9.6821613,
339.817,-6.943294,
338.852,-3.3009114,
337.888,1.2028645,
336.924,3.9781902,
335.960,3.9471354,
334.995,1.7568359,
334.031,-1.2188802,
333.067,-3.21875,
332.103,-4.716341,
331.138,-5.5216799,
330.174,-5.252409,
329.210,-3.331836,
328.246,1.3595703,
327.282,7.3194013,
326.317,8.191927,
325.353,5.1309247,
324.389,0.83111978,
323.425,-0.86471355,
322.460,-0.54602867,
321.496,-0.96757811,
320.532,-2.2839193,
319.568,-3.8927734,
318.603,-4.6096354,
317.639,-3.164453,
316.675,-2.1031251,
315.711,-3.0544922,
314.746,-5.5414715,
313.782,-7.7104168,
312.818,-5.2723308,
311.854,-0.46673176,
310.890,3.114388,
309.925,4.7904296,
308.961,4.8050132,
307.997,3.3659506,
307.033,0.58294272,
306.068,-1.660612,
305.104,-2.7309244,
304.140,-2.0315754,
303.176,1.8309896,
302.211,9.0463543,
301.247,15.108594,
300.283,18.012175,
299.319,17.708529,
298.355,17.048828,
297.390,20.717447,
296.426,25.330469,
295.462,30.008724,
294.498,34.811394,
293.533,40.834702,
292.569,46.019466,
291.605,49.483009,
290.641,51.027344,
289.676,51.074871,
288.712,50.691017,
287.748,54.713867,
286.784,61.37513,
285.819,68.550262,
284.855,74.924606,
283.891,79.751694,
282.927,83.739716,
281.963,88.96048,
280.998,95.738213,
280.034,103.47669,
279.070,111.1847,
278.106,118.03353,
277.141,125.40964,
276.177,132.81023,
275.213,140.2774,
274.249,148.18437,
273.284,157.99336,
272.320,161.5457,
271.356,160.68913,
270.392,158.85449,
269.428,159.15938,
268.463,160.53777,
267.499,161.5114,
266.535,162.3903,
265.571,162.52916,
264.606,161.00092,
263.642,156.26373,
262.678,148.49342,
261.714,138.80162,
260.749,128.39459,
259.785,119.0295,
258.821,114.51452,
257.857,112.6362,
256.892,108.13548,
255.928,101.04459,
254.964,93.172462,
254.000,89.166733,
253.036,87.659569,
252.071,84.471809,
251.107,79.527802,
250.143,74.059311,
249.179,71.228714,
248.214,71.418556,
247.250,71.512367,
246.286,71.04538,
245.322,69.841148,
244.357,67.690689,
243.393,61.904621,
242.429,54.977863,
241.465,49.16758,
240.500,45.646549,
239.536,43.520832,
238.572,46.642448,
237.608,52.821812,
236.644,56.810482,
235.679,55.741341,
234.715,51.805729,
233.751,48.716408,
232.787,45.545574,
231.822,43.222332,
230.858,42.508335,
229.894,43.766079,
228.930,46.429165,
227.965,49.438477,
227.001,51.514324,
226.037,51.417969,
225.073,47.830208,
224.109,44.609051,
223.144,45.696877,
222.180,49.752995,
221.216,53.976757,
220.252,53.034309,
219.287,49.336132,
218.323,49.656185,
217.359,53.246418,
216.395,57.682358,
215.430,58.146095,
214.466,55.932941,
213.502,54.760612,
212.538,55.247524,
211.573,57.039127,
210.609,58.099545,
209.645,57.37513,
208.681,56.786915,
207.717,57.108269,
206.752,58.600975,
205.788,60.480793,
204.824,62.618164,
203.860,65.086266,
202.895,66.939583,
201.931,67.341209,
200.967,66.546616,
200.003,66.173241,
199.038,64.998245,
198.074,62.634113,
197.110,59.192837,
196.146,56.524155,
195.182,55.818035,
194.217,56.324741,
193.253,57.641212,
192.289,59.303581,
191.325,60.134377,
190.360,59.107292,
189.396,57.011459,
188.432,54.830338,
187.468,53.757748,
186.503,55.347591,
185.539,58.230534,
184.575,60.722851,
183.611,62.294468,
182.646,63.132813,
181.682,66.827736,
180.718,72.020439,
179.754,75.037041,
178.790,75.019463,
177.825,73.326889,
176.861,74.01667,
175.897,75.651756,
174.933,77.486328,
173.968,79.25013,
173.004,81.221222,
172.040,84.566605,
171.076,89.034698,
170.111,93.574219,
169.147,96.804428,
168.183,96.553841,
167.219,95.630859,
166.255,99.642708,
165.290,107.16543,
164.326,114.97142,
163.362,116.18594,
162.398,113.85957,
161.433,113.91992,
160.469,116.59538,
159.505,120.8875,
158.541,124.52917,
157.576,127.49863,
156.612,131.4483,
155.648,136.71751,
154.684,143.14264,
153.719,149.3571,
152.755,155.0054,
151.791,160.48346,
150.827,166.01537,
149.863,171.73788,
148.898,178.97539,
147.934,187.94785,
146.970,197.52481,
146.006,206.22305,
145.041,211.94003,
144.077,215.31804,
143.113,224.89401,
142.149,239.3071,
141.184,255.16113,
140.220,265.60944,
139.256,271.27832,
138.292,279.38464,
137.328,291.13556,
136.363,306.32559,
135.399,322.48743,
134.435,337.90378,
133.471,353.43555,
132.506,370.12167,
131.542,388.75104,
130.578,409.64746,
129.614,429.57538,
128.649,448.60196,
127.685,466.75995,
126.721,484.03452,
125.757,500.76303,
124.792,524.6972,
123.828,553.64325,
122.864,583.33124,
121.900,606.94183,
120.936,624.41833,
119.971,645.6618,
119.007,671.98444,
118.043,702.46393,
117.079,731.96655,
116.114,755.59198,
115.150,778.05798,
114.186,802.01044,
113.222,829.30859,
112.257,859.97742,
111.293,893.29108,
110.329,926.89703,
109.365,957.80402,
108.401,982.5097,
107.436,1002.7471,
106.472,1024.8733,
105.508,1048.8751,
104.544,1075.061,
103.579,1104.1256,
102.615,1134.1234,
101.651,1159.3406,
100.687,1179.2449,
99.722,1195.069,
98.758,1211.4635,
97.794,1231.9493,
96.830,1255.0325,
95.865,1281.2961,
94.901,1311.004,
93.937,1341.2396,
92.973,1368.8508,
92.009,1397.0844,
91.044,1427.1727,
90.080,1459.1693,
89.116,1492.4222,
88.152,1525.7224,
87.187,1558.3544,
86.223,1589.9503,
85.259,1621.0333,
84.295,1653.6289,
83.330,1688.3029,
82.366,1725.4386,
81.402,1766.2826,
80.438,1815.6118,
79.474,1873.9584,
78.509,1932.8164,
77.545,1987.4012,
76.581,2034.5972,
75.617,2081.9006,
74.652,2135.9868,
73.688,2194.6501,
72.724,2257.2097,
71.760,2324.3025,
70.795,2388.8843,
69.831,2445.3394,
68.867,2499.1624,
67.903,2555.0977,
66.938,2617.2463,
65.974,2683.606,
65.010,2756.4431,
64.046,2835.8542,
63.082,2920.4788,
62.117,3006.1812,
61.153,3090.4241,
60.189,3172.0532,
59.225,3248.9927,
58.260,3318.0625,
57.296,3379.1538,
56.332,3438.1365,
55.368,3494.6775,
54.403,3546.4006,
53.439,3582.875,
52.475,3609.1807,
51.511,3638.999,
50.547,3674.5688,
